tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen,sample_ID,short_name_id,protocol
254717,2,254717,Chrysodeixis,,eukaryota,FALSE,1.65883,840,2,,,85.1345,218.5,10^-90.7134,,,,,,,,,[689277],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
247414,2,247414,Ophonus,,eukaryota,FALSE,0.570717,289,1,,,86.822,129,10^-52.1567,,,,,,,,,[247415],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
227979,2,227979,Jeotgalicoccus,,bacteria,FALSE,1.92938,977,1,,,84.1954,715,10^-126.991,,,,,,,,,[2708346],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
216851,2,216851,Faecalibacterium,,bacteria,FALSE,1.9985,1012,1,,,95.8764,776,10^-66.0078,,,,,,,,,[853],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
212742,2,212742,Morococcus,,bacteria,FALSE,1.27967,648,1,,,90.2295,522,10^-127.8,,,,,,,,,[1056807],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
195950,2,195950,Tannerella,,bacteria,FALSE,41.8065,21170,23,,,92.4357,742.826,10^-219.823,,,,,,,,,[712710],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
173369,2,173369,Cephaleuros,,eukaryota,FALSE,4.81061,2436,5,,,100,49.4,10^-21.2836,,,,,,,,,[1985640],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
165696,2,165696,Novosphingobium,,bacteria,FALSE,0.789919,400,1,,,98.374,246,10^-150.001,,,,,,,,,[158500],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
150022,2,150022,Finegoldia,,bacteria,FALSE,1.73585,879,2,,,89.7975,268.5,10^-133.838,,,,,,,,,[1260],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
148959,2,148959,Wallemia,,eukaryota,FALSE,1.15526,585,1,,,96.9229,390,10^-64.3227,,,,,,,,,[1708541],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
141402,2,141402,Evadne,,eukaryota,FALSE,2.59686,1315,3,,,95.0184,287.667,10^-59.2713,,,,,,,,,[141404],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
125287,2,125287,Ornithinimicrobium,,bacteria,FALSE,4.39195,2224,4,,,98.7864,387,10^-190.005,,,,,,,,,[1977084],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
122277,2,122277,Pectobacterium,,bacteria,FALSE,0.706978,358,1,,,90.521,211,10^-104.093,,,,,,,,,[554],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
117563,2,117563,Granulicatella,,bacteria,FALSE,34.8769,17661,21,,,89.2831,554.476,10^-184.176,,,,,,,,,"[137732, 46124]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
103830,2,103830,Mythimna,,eukaryota,FALSE,21.2706,10771,22,,,83.1302,255,10^-102.772,,,,,,,,,"[987991, 987985, 987427]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
95169,2,95169,Membranipora,,eukaryota,FALSE,14.1692,7175,11,,,82.5941,124.545,10^-42.5051,,,,,,,,,[95170],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
90243,2,90243,Oligella,,bacteria,FALSE,3.81926,1934,2,,,98.756,751,10^-244.576,,,,,,,,,[90244],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
86331,2,86331,Mogibacterium,,bacteria,FALSE,3.29594,1669,2,,,90.7899,670,10^-152.316,,,,,,,,,[114527],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
83654,2,83654,Leclercia,,bacteria,FALSE,0.815592,413,1,,,98.298,235,10^-142.473,,,,,,,,,[1920116],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
79498,2,79498,Lacanobia,,eukaryota,FALSE,3.67313,1860,5,,,91.1804,160.8,10^-77.4602,,,,,,,,,[79499],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
69965,2,69965,Macrococcus,,bacteria,FALSE,1.69833,860,1,,,86.161,224,10^-97.8914,,,,,,,,,[69967],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
69354,2,69354,Darwinula,,eukaryota,FALSE,6.99671,3543,11,,,81.9941,112.545,10^-36.312,,,,,,,,,[69355],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
61471,2,61471,Timema,,eukaryota,FALSE,0.400884,203,1,,,100,41,10^-15.6005,,,,,,,,,[61474],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
60957,2,60957,Piscicola,,eukaryota,FALSE,2.4211,1226,3,,,81.8183,131.667,10^-44.3712,,,,,,,,,[60958],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
57493,2,57493,Kocuria,,bacteria,FALSE,2.05182,1039,2,,,98.4355,351.5,10^-220.18,,,,,,,,,[2719588],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
57138,2,57138,Calonectria,,eukaryota,FALSE,1.1908,603,3,,,100,55,10^-25.0834,,,,,,,,,[182845],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
55709,2,55709,Cerastoderma,,eukaryota,FALSE,0.7366,373,1,,,82.407,108,10^-35.0792,,,,,,,,,[55710],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
55193,2,55193,Malassezia,,eukaryota,FALSE,0.367313,186,1,,,100,49,10^-21.0126,,,,,,,,,[1381934],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
53457,2,53457,Janibacter,,bacteria,FALSE,0.724751,367,1,,,89.202,213,10^-101.344,,,,,,,,,[2761047],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
53335,2,53335,Pantoea,,bacteria,FALSE,3.03922,1539,3,,,98.6029,357.333,10^-31.0213,,,,,,,,,[472693],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
51649,2,51649,Sacculina,,eukaryota,FALSE,0.918281,465,1,,,80.11,181,10^-61.6162,,,,,,,,,[51650],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
48736,2,48736,Ralstonia,,bacteria,FALSE,8.02756,4065,8,,,92.794,340.875,10^-186.173,,,,,,,,,"[329, 305]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
46580,2,46580,Spirometra,,eukaryota,FALSE,5.58078,2826,9,,,92.3807,145.111,10^-69.6012,,,,,,,,,[99802],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
46255,2,46255,Weissella,,bacteria,FALSE,49.2436,24936,42,,,97.7547,398.405,10^-171.518,,,,,,,,,[1583],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
46123,2,46123,Abiotrophia,,bacteria,FALSE,2.26509,1147,2,,,95.9955,412,10^-246.529,,,,,,,,,[46125],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
45669,2,45669,Salinicoccus,,bacteria,FALSE,6.10015,3089,5,,,90.992,232.4,10^-107.054,,,,,,,,,"[1437774, 407035]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
44259,2,44259,Filifactor,,bacteria,FALSE,5.34578,2707,3,,,93.879,680.667,10^-235.158,,,,,,,,,[143361],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
44249,2,44249,Paenibacillus,,bacteria,FALSE,0.957777,485,1,,,83.636,110,10^-37.816,,,,,,,,,[1536773],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
43668,2,43668,Brachybacterium,,bacteria,FALSE,1.78917,906,1,,,93.0265,674,10^-52.327,,,,,,,,,[2017485],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
41013,2,41013,Tinea,,eukaryota,FALSE,1.12564,570,1,,,81.266,395,10^-155.971,,,,,,,,,[1101063],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
40323,2,40323,Stenotrophomonas,,bacteria,FALSE,3.9733,2012,4,,,97.4841,322.25,10^-75.9067,,,,,,,,,[40324],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
39948,2,39948,Dialister,,bacteria,FALSE,3.15968,1600,1,,,89.942,865,10^-307.653,,,,,,,,,[39950],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
33882,2,33882,Microbacterium,,bacteria,FALSE,0.631936,320,1,,,89.726,146,10^-66.5128,,,,,,,,,[2925844],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
32207,2,32207,Rothia,,bacteria,FALSE,735.727,372558,521,,,89.7034,497.488,10^-191.572,,,,,,,,,"[43675, 2047]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
32067,2,32067,Leptotrichia,,bacteria,FALSE,92.8511,47018,58,,,93.7017,592.897,10^-146.47,,,,,,,,,"[712368, 712362, 712361, 712357, 157691, 157688, 157687, 109328]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
29465,2,29465,Veillonella,,bacteria,FALSE,1649.2,835121,1055,,,94.9006,609.244,10^-191.467,,,,,,,,,"[2682456, 2682455, 423477, 324848, 248315, 39778, 39777, 29466]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
29393,2,29393,Dolosigranulum,,bacteria,FALSE,1.01702,515,1,,,98.0168,353,10^-27.8699,,,,,,,,,[29394],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
28453,2,28453,Sphingobacterium,,bacteria,FALSE,1.24412,630,1,,,94.678,357,10^-77.8451,,,,,,,,,[371142],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
28100,2,28100,Phyllobacterium,,bacteria,FALSE,2.87926,1458,3,,,85.9087,314.667,10^-142.15,,,,,,,,,"[2718938, 555317]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
13092,2,13092,Hydractinia,,eukaryota,FALSE,0.957777,485,1,,,81.181,271,10^-102.612,,,,,,,,,[13093],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
7459,2,7459,Apis,,eukaryota,FALSE,0.657608,333,1,,,91.228,171,10^-83.5988,,,,,,,,,[7462],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
7215,2,7215,Drosophila,fruit flies,eukaryota,FALSE,0.7366,373,1,,,80.226,177,10^-60.2535,,,,,,,,,[198718],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
7174,2,7174,Culex,,eukaryota,FALSE,1.05849,536,1,,,89.109,101,10^-41.284,,,,,,,,,[7175],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
6953,2,6953,Dermatophagoides,,eukaryota,FALSE,1.16908,592,1,,,95.851,241,10^-138.345,,,,,,,,,[6956],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
6643,2,6643,Octopus,,eukaryota,FALSE,0.851138,431,1,,,81.293,294,10^-112.869,,,,,,,,,[6645],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
6247,2,6247,Strongyloides,,eukaryota,FALSE,3.76002,1904,3,,,84.3667,91.6667,10^-30.3473,,,,,,,,,[6248],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
6115,2,6115,Metridium,,eukaryota,FALSE,1.60551,813,1,,,87.5001,184,10^-34.077,,,,,,,,,[6116],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
5820,2,5820,Plasmodium,,eukaryota,FALSE,1.25005,633,3,,,98.2127,56,10^-24.3857,,,,,,,,,[5821],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
5761,2,5761,Naegleria,,eukaryota,FALSE,524.141,265415,562,,,93.1313,300.269,10^-152.092,,,,,,,,,[5763],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
5658,2,5658,Leishmania,,eukaryota,FALSE,0.734625,372,1,,,88.406,69,10^-23.6086,,,,,,,,,[5659],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
5543,2,5543,Trichoderma,,eukaryota,FALSE,3.51909,1782,6,,,98.413,52.1667,10^-22.0153,,,,,,,,,"[101201, 29875]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
5475,2,5475,Candida,,eukaryota,FALSE,34.796,17620,31,,,98.3128,398.194,10^-150.332,,,,,,,,,[5476],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
5199,2,5199,Cladonia,,eukaryota,FALSE,1.37446,696,1,,,95.062,81,10^-37.2627,,,,,,,,,[27339],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
4564,2,4564,Triticum,,eukaryota,FALSE,3.37691,1710,5,,,93.9264,145.4,10^-73.2538,,,,,,,,,"[4571, 4568, 4565]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
4107,2,4107,Solanum,,eukaryota,FALSE,0.598364,303,1,,,83.077,130,10^-45.9777,,,,,,,,,[4081],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
4085,2,4085,Nicotiana,,eukaryota,FALSE,1.33496,676,2,,,90.4755,183.5,10^-88.7146,,,,,,,,,[4097],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
4071,2,4071,Capsicum,peppers,eukaryota,FALSE,8.75231,4432,6,,,82.1042,414.5,10^-130.056,,,,,,,,,[4072],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
3817,2,3817,Arachis,,eukaryota,FALSE,1.84446,934,1,,,96.258,775,10^-307.653,,,,,,,,,[3818],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
3633,2,3633,Gossypium,,eukaryota,FALSE,2.1703,1099,3,,,87.9013,218.667,10^-99.7332,,,,,,,,,[3635],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
2737,2,2737,Vagococcus,,bacteria,FALSE,3.32161,1682,3,,,98.4717,345.333,10^-185.218,,,,,,,,,[81947],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
2701,2,2701,Gardnerella,,bacteria,FALSE,1.03479,524,1,,,98.88,357,10^-226.006,,,,,,,,,[2702],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
2370,2,2370,Xylella,,bacteria,FALSE,21.9064,11093,17,,,86.5991,110.471,10^-39.484,,,,,,,,,[2371],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
2053,2,2053,Gordonia,,bacteria,FALSE,1.36459,691,1,,,96.053,532,10^-307.653,,,,,,,,,[1701090],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1883,2,1883,Streptomyces,,bacteria,FALSE,0.477901,242,1,,,98.246,57,10^-25.064,,,,,,,,,[2996051],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1835,2,1835,Saccharopolyspora,,bacteria,FALSE,1.80299,913,2,,,94.128,289.5,10^-161.938,,,,,,,,,[455344],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1716,2,1716,Corynebacterium,,bacteria,FALSE,22.2639,11274,16,,,94.5701,534.688,10^-178.237,,,,,,,,,"[61592, 43768, 38304, 1717, 1705]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1663,2,1663,Arthrobacter,,bacteria,FALSE,0.932105,472,1,,,81.875,160,10^-56.8664,,,,,,,,,[2895818],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1654,2,1654,Actinomyces,,bacteria,FALSE,283.315,143465,229,,,94.545,444.087,10^-168.818,,,,,,,,,"[2789425, 1852377, 1851395, 712116, 706438, 544580, 249061, 55565, 1659, 1656, 1655]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1578,2,1578,Lactobacillus,,bacteria,FALSE,3.74027,1894,2,,,98.48,601.5,10^-307.653,,,,,,,,,[147802],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1569,2,1569,Sporosarcina,,bacteria,FALSE,1.32706,672,1,,,92.323,495,10^-273.897,,,,,,,,,[2818390],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1485,2,1485,Clostridium,,bacteria,FALSE,0.430506,218,1,,,100,48,10^-20.3353,,,,,,,,,[1502],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1386,2,1386,Bacillus,,bacteria,FALSE,0.932105,472,1,,,82.8282,297,10^-50.3769,,,,,,,,,[2925318],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1378,2,1378,Gemella,,bacteria,FALSE,38.398,19444,22,,,91.1419,675.909,10^-181.757,,,,,,,,,"[84135, 29391, 1379]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1375,2,1375,Aerococcus,,bacteria,FALSE,1.98665,1006,2,,,90.5255,343.5,10^-163.284,,,,,,,,,"[51665, 1377]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1357,2,1357,Lactococcus,lactic streptococci,bacteria,FALSE,0.849163,430,1,,,98.092,262,10^-159.58,,,,,,,,,[1358],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1350,2,1350,Enterococcus,,bacteria,FALSE,12.0127,6083,10,,,95.4857,381.7,10^-185.254,,,,,,,,,"[160453, 1352, 1351]",2,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1301,2,1301,Streptococcus,,bacteria,FALSE,30490.5,15439778,21406,1,38613,93.9069,514.95,10^-186.551,76.2529,38613,45,1,38613,91.4,186,10^-112.785,"[3038077, 2972784, 2853160, 2819619, 2763068, 2759692, 2710759, 2610896, 2598457, 2598453, 2589786, 2576376, 2420309, 2382163, 1902136, 1839799, 1825069, 1759399, 1501662, 1433513, 1419814, 1234680, 1156431, 1111760, 712633, 712624, 712623, 684066, 257758, 150055, 113107, 102886, 83427, 82348, 78535, 76860, 68892, 68891, 45634, 28037, 1343, 1338, 1335, 1328, 1318, 1314, 1313, 1311, 1308, 1307, 1306, 1305, 1304, 1303, 1302]",10,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1279,2,1279,Staphylococcus,,bacteria,FALSE,114.256,57857,75,,,97.5214,565.733,10^-173.516,,,,,,,,,"[283734, 214473, 70255, 29388, 29385, 29382, 29378, 1290, 1283, 1282]",5,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1257,2,1257,Peptostreptococcus,,bacteria,FALSE,1.71413,868,1,,,80.144,695,10^-273.749,,,,,,,,,[3003601],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1243,2,1243,Leuconostoc,,bacteria,FALSE,14.1968,7189,11,,,98.1687,484.091,10^-152.207,,,,,,,,,"[255248, 1246]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1073,2,1073,Rhodopseudomonas,,bacteria,FALSE,0.797819,404,1,,,85.088,114,10^-41.9176,,,,,,,,,[1076],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1033,2,1033,Afipia,,bacteria,FALSE,9.90954,5018,5,,,96.5706,842.6,10^-260.421,,,,,,,,,[1871052],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
1016,2,1016,Capnocytophaga,,bacteria,FALSE,11.9416,6047,7,,,94.0714,649.429,10^-198.496,,,,,,,,,"[2545799, 1705617, 327575, 1019, 1018, 1017]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
970,2,970,Selenomonas,,bacteria,FALSE,4.16683,2110,3,,,91.7308,444,10^-135.812,,,,,,,,,"[713030, 69823]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
848,2,848,Fusobacterium,,bacteria,FALSE,27.898,14127,22,,,94.3821,433.136,10^-158.572,,,,,,,,,"[2663009, 155615, 76859, 76857, 860, 850]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
838,2,838,Prevotella,,bacteria,FALSE,426.446,215944,258,,,94.5345,636.132,10^-194.968,,,,,,,,,"[1177574, 652716, 589437, 470565, 52227, 28137, 28133, 28132, 28131, 28129, 28125]",3,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
836,2,836,Porphyromonas,,bacteria,FALSE,16.845,8530,10,,,89.6719,576.1,10^-183.496,,,,,,,,,"[712435, 28124, 837]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
816,2,816,Bacteroides,,bacteria,FALSE,1.2066,611,1,,,82.222,180,10^-66.4219,,,,,,,,,[820],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
724,2,724,Haemophilus,,bacteria,FALSE,45.0432,22809,23,,,95.2028,710.783,10^-197.319,,,,,,,,,"[2582921, 729, 727]",2,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
662,2,662,Vibrio,,bacteria,FALSE,2.87531,1456,2,,,84.0133,306,10^-57.2287,,,,,,,,,[2661921],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
642,2,642,Aeromonas,,bacteria,FALSE,3.69287,1870,4,,,98.4512,271.25,10^-164.243,,,,,,,,,"[654, 644]",2,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
620,2,620,Shigella,,bacteria,FALSE,14.9157,7553,10,,,98.1442,479.6,10^-195.692,,,,,,,,,"[623, 622, 621]",3,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
613,2,613,Serratia,,bacteria,FALSE,1.62723,824,1,,,92.3454,405,10^-70.9408,,,,,,,,,[615],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
590,2,590,Salmonella,,bacteria,FALSE,3.17745,1609,3,,,97.0233,325.333,10^-195.172,,,,,,,,,[28901],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
583,2,583,Proteus,,bacteria,FALSE,1.45938,739,1,,,98.387,496,10^-307.653,,,,,,,,,[584],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
570,2,570,Klebsiella,,bacteria,FALSE,1336.78,676920,880,,,97.9087,528.347,10^-244.183,,,,,,,,,"[2986524, 2489010, 2026240, 1972757, 1463165, 1134687, 284011, 244366, 573, 571, 548]",3,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
561,2,561,Escherichia,,bacteria,FALSE,2993.49,1515847,1866,,,98.0927,582.449,10^-238.209,,,,,,,,,"[2509664, 208962, 562]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
547,2,547,Enterobacter,,bacteria,FALSE,47.5235,24065,32,,,96.3052,539.875,10^-210.039,,,,,,,,,"[2976431, 2027919, 1915310, 1812935, 1299338, 158836, 61645, 550]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
544,2,544,Citrobacter,,bacteria,FALSE,14.3489,7266,11,,,96.6347,429,10^-201.026,,,,,,,,,"[1686378, 1639133, 57706, 546]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
538,2,538,Eikenella,,bacteria,FALSE,2.5001,1266,2,,,96.935,475.5,10^-280.858,,,,,,,,,[539],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
497,2,497,Psychrobacter,,bacteria,FALSE,5.96982,3023,7,,,90.0161,233.857,10^-87.708,,,,,,,,,"[3043330, 2203895, 330922]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
482,2,482,Neisseria,,bacteria,FALSE,124.951,63273,69,,,94.7026,719.246,10^-239.283,,,,,,,,,"[2972775, 2937985, 1871109, 655307, 641148, 267212, 33053, 28449, 496, 495, 490, 488, 487, 484]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
475,2,475,Moraxella,,bacteria,FALSE,3.8864,1968,5,,,94.7134,210.8,10^-115.788,,,,,,,,,"[34062, 480, 476]",1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
469,2,469,Acinetobacter,,bacteria,FALSE,10.0201,5074,8,,,97.2275,342.625,10^-78.6236,,,,,,,,,"[2913495, 1827285, 756892, 40214]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
374,2,374,Bradyrhizobium,,bacteria,FALSE,64.7932,32810,49,,,91.5388,440.082,10^-191.261,,,,,,,,,"[2840469, 2715960, 2493093, 2171500, 2170627, 1521768, 1437360, 1404411, 931866, 722472, 439387, 115808, 83637, 83627]",0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA
