"tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","nt_bpm","nt_base_count","nt_count","nt_contigs","nt_contig_b","nt_percent_identity","nt_alignment_length","nt_e_value","nr_bpm","nr_base_count","nr_count","nr_contigs","nr_contig_b","nr_percent_identity","nr_alignment_length","nr_e_value","species_tax_ids","known_pathogen","sample_ID","short_name_id","protocol","mean_nt_bpm","sd_nt_bpm","z_score"
475,2,"475","Moraxella","","bacteria",FALSE,104.373,347,1,NA,NA,98.99,198,"10^-119.903",NA,NA,NA,NA,NA,NA,NA,"","[478]",1,"RDC_INC_PAN_s_017_T_775850_taxon_report","PAN017","PtCl4 eSISPA",40.5213,57.3057720249889,1.11226895292983
374,2,"374","Bradyrhizobium","","bacteria",FALSE,88.732,295,1,NA,NA,93.056,144,"10^-72.0083",NA,NA,NA,NA,NA,NA,NA,"","[2170627]",0,"RDC_INC_PAN_s_017_T_775850_taxon_report","PAN017","PtCl4 eSISPA",53.575,75.7664916041386,0.470999771442606
286,2,"286","Pseudomonas","","bacteria",FALSE,20296.8,67479,71,NA,NA,95.9042,757,"10^-227.026",NA,NA,NA,NA,NA,NA,NA,"","[3003351, 2864101, 2605424, 244566, 198618, 76761, 76760, 75588, 53407, 47883, 47878, 46677, 303, 294, 287]",3,"RDC_INC_PAN_s_017_T_775850_taxon_report","PAN017","PtCl4 eSISPA",30958.85,13421.834912932,-0.794247271098358
194,2,"194","Campylobacter","","bacteria",FALSE,175.659,584,1,NA,NA,90.234,256,"10^-128.026",NA,NA,NA,NA,NA,NA,NA,"","[199]",0,"RDC_INC_PAN_s_017_T_775850_taxon_report","PAN017","PtCl4 eSISPA",172.019,81.0865359066062,0.0565257133676483
157,2,"157","Treponema","","bacteria",FALSE,196.414,653,1,NA,NA,95.481,509,"10^-304.077",NA,NA,NA,NA,NA,NA,NA,"","[67506]",0,"RDC_INC_PAN_s_017_T_775850_taxon_report","PAN017","PtCl4 eSISPA",0,0,197.414
-200,2,"-200","all taxa with neither family nor genus classification","","",FALSE,36966.4,122899,136,NA,NA,90.2061,646.022,"10^-218.744",NA,NA,NA,NA,NA,NA,NA,"","[2960088, 2832643, 2100421, 1869227, 1540872, 1394709, 77133, 38018]",0,"RDC_INC_PAN_s_017_T_775850_taxon_report","PAN017","PtCl4 eSISPA",21176.92,19471.9230247862,0.810894182650494
-200186803,2,"-200186803","non-genus-specific reads in family Lachnospiraceae","","bacteria",FALSE,1311.13,4359,5,NA,NA,94.6166,598.2,"10^-208.039",NA,NA,NA,NA,NA,NA,NA,"","[712982]",0,"RDC_INC_PAN_s_017_T_775850_taxon_report","PAN017","PtCl4 eSISPA",924.504,399.521767477067,0.967802580223544
-200543314,2,"-200543314","non-genus-specific reads in family Eubacteriales Family XIII. Incertae Sedis","","bacteria",FALSE,845.511,2811,3,NA,NA,94.6451,741.667,"10^-259.075",NA,NA,NA,NA,NA,NA,NA,"","[143393]",0,"RDC_INC_PAN_s_017_T_775850_taxon_report","PAN017","PtCl4 eSISPA",180.5275,255.304438881309,2.59840798273653
3044798,2,"3044798","Purivirus","","viruses",FALSE,71.8538,17707,13,NA,NA,84.2847,408,"10^-77.7084",NA,NA,NA,NA,NA,NA,NA,"","[3060664]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,72.8538
2979332,2,"2979332","Prescottella","","bacteria",FALSE,6.55356,1615,3,NA,NA,97.0837,51.6667,"10^-20.5355",NA,NA,NA,NA,NA,NA,NA,"","[1323361]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",343.4085,485.652958134201,-0.690132330208468
2974257,2,"2974257","Hoylesella","","bacteria",FALSE,24.9563,6150,9,NA,NA,90.3781,514.556,"10^-183.704",NA,NA,NA,NA,NA,NA,NA,"","[76123, 28127]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,25.9563
2974251,2,"2974251","Segatella","","bacteria",FALSE,3403.35,838691,1141,NA,NA,95.9633,559.826,"10^-171.354",NA,NA,NA,NA,NA,NA,NA,"","[28135]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",442.086,625.204016935272,4.7305094184763
2895509,2,"2895509","Metamycoplasma","","bacteria",FALSE,4.20808,1037,1,NA,NA,95.965,694,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[2098]",1,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,5.20808
2842658,2,"2842658","Dubowvirus","","viruses",FALSE,2.13447,526,1,NA,NA,93.038,316,"10^-173.222",NA,NA,NA,NA,NA,NA,NA,"","[1147044]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,3.13447
2803850,2,"2803850","Mammaliicoccus","","bacteria",FALSE,3.01099,742,1,NA,NA,99.541,218,"10^-134.957",NA,NA,NA,NA,NA,NA,NA,"","[150056]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,4.01099
2782229,2,"2782229","Epilithonimonas","","bacteria",FALSE,13.31,3280,5,NA,NA,97.9734,503.2,"10^-100.031",NA,NA,NA,NA,NA,NA,NA,"","[2487072]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,14.31
2767893,2,"2767893","Lentilactobacillus","","bacteria",FALSE,7.45036,1836,2,NA,NA,92.272,749,"10^-220.576",NA,NA,NA,NA,NA,NA,NA,"","[33962, 1581]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,8.45036
2767892,2,"2767892","Secundilactobacillus","","bacteria",FALSE,2.06549,509,1,NA,NA,93.043,345,"10^-190.339",NA,NA,NA,NA,NA,NA,NA,"","[240427]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,3.06549
2767887,2,"2767887","Ligilactobacillus","","bacteria",FALSE,30.9945,7638,9,NA,NA,95.2057,631.667,"10^-196.546",NA,NA,NA,NA,NA,NA,NA,"","[228229, 1624, 1622]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",98.3115,139.033456637243,-0.473579682973866
2767886,2,"2767886","Levilactobacillus","","bacteria",FALSE,31.9319,7869,10,NA,NA,88.1969,88.1,"10^-33.315",NA,NA,NA,NA,NA,NA,NA,"","[1580]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,32.9319
2767842,2,"2767842","Lactiplantibacillus","","bacteria",FALSE,261.931,64548,90,NA,NA,96.4875,543.444,"10^-163.91",NA,NA,NA,NA,NA,NA,NA,"","[1590]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,262.931
2759736,2,"2759736","Lacticaseibacillus","","bacteria",FALSE,187.655,46244,59,NA,NA,96.3804,468.271,"10^-208.336",NA,NA,NA,NA,NA,NA,NA,"","[1597]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,188.655
2755140,2,"2755140","Pseudoleptotrichia","","bacteria",FALSE,1.71245,422,1,NA,NA,91.892,148,"10^-71.9964",NA,NA,NA,NA,NA,NA,NA,"","[157692]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.71245
2749267,2,"2749267","Amedibacterium","","bacteria",FALSE,4.09445,1009,1,NA,NA,96.588,469,"10^-54.9142",NA,NA,NA,NA,NA,NA,NA,"","[2583452]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,5.09445
2742598,2,"2742598","Limosilactobacillus","","bacteria",FALSE,10444.1,2573749,3414,1,9431,95.9139,559.36,"10^-171.374",38.2704,9431,5,1,9431,98.8,563,"10^-307.653","[2742601, 227942, 97478, 35787, 1633, 1632, 1613, 1598]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",472.7005,668.499458040543,14.8953063071727
2692118,2,"2692118","Winkia","","bacteria",FALSE,2.80809,692,1,NA,NA,92.322,534,"10^-296.508",NA,NA,NA,NA,NA,NA,NA,"","[33007]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,3.80809
2692113,2,"2692113","Gleimia","","bacteria",FALSE,4.11068,1013,1,NA,NA,92.5393,764,"10^-174.317",NA,NA,NA,NA,NA,NA,NA,"","[66228]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,5.11068
2529408,2,"2529408","Schaalia","","bacteria",FALSE,15.5743,3838,5,NA,NA,90.7004,601.4,"10^-220.831",NA,NA,NA,NA,NA,NA,NA,"","[52773, 1660]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",486.064,687.398300981316,-0.682002990609854
2093823,2,"2093823","Nanosynbacter","","bacteria",FALSE,9.45498,2330,3,NA,NA,94.1623,534,"10^-214.977",NA,NA,NA,NA,NA,NA,NA,"","[2899133]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,10.45498
2025617,2,"2025617","Ketobacter","","bacteria",FALSE,13.0422,3214,5,NA,NA,80.1514,488.6,"10^-188.545",NA,NA,NA,NA,NA,NA,NA,"","[1917421]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,14.0422
1982251,2,"1982251","Pahexavirus","","viruses",TRUE,6.7524,1664,2,NA,NA,83.4793,717,"10^-203.046",NA,NA,NA,NA,NA,NA,NA,"","[2041563, 1982275]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,7.7524
1920762,2,"1920762","Litunavirus","","viruses",TRUE,3.98895,983,1,NA,NA,100,54,"10^-24.4013",NA,NA,NA,NA,NA,NA,NA,"","[3058783]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",83.012,117.396696239715,-0.658996851077908
1912216,2,"1912216","Cutibacterium","","bacteria",FALSE,13.1639,3244,4,NA,NA,97.7105,604.5,"10^-292.208",NA,NA,NA,NA,NA,NA,NA,"","[1747]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",65.1165,92.0886374342677,-0.547355739694643
1866885,2,"1866885","Mycolicibacterium","","bacteria",FALSE,26.0966,6431,20,NA,NA,99.2442,52.95,"10^-23.1413",NA,NA,NA,NA,NA,NA,NA,"","[59813]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",785.171,554.255103721502,-1.36527227740751
1686313,2,"1686313","Fenollaria","","bacteria",FALSE,4.88575,1204,2,NA,NA,98.6565,447.5,"10^-249.71",NA,NA,NA,NA,NA,NA,NA,"","[2811778]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,5.88575
1164882,2,"1164882","Lachnoanaerobaculum","","bacteria",FALSE,64.2208,15826,19,NA,NA,90.7471,610.526,"10^-161.212",NA,NA,NA,NA,NA,NA,NA,"","[2490855, 617123]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",1461.0745,637.608894135216,-2.18577240752373
1093071,2,"1093071","Phorcus","","eukaryota",FALSE,4.03358,994,1,NA,NA,81.513,119,"10^-38.468",NA,NA,NA,NA,NA,NA,NA,"","[1620919]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",204.703,289.49375885846,-0.687344956341341
687332,2,"687332","Betatorquevirus","","viruses",FALSE,30.1585,7432,14,NA,NA,97.7909,345.429,"10^-176.348",NA,NA,NA,NA,NA,NA,NA,"","[93678]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,31.1585
577309,2,"577309","Paraprevotella","","bacteria",FALSE,20.8334,5134,3,NA,NA,94.937,79,"10^-35.9012",NA,NA,NA,NA,NA,NA,NA,"","[454155]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,21.8334
572808,2,"572808","Agriphila","","eukaryota",FALSE,1.63129,402,1,NA,NA,85,240,"10^-101.979",NA,NA,NA,NA,NA,NA,NA,"","[572809]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.63129
543311,2,"543311","Parvimonas","","bacteria",FALSE,148.062,36487,53,NA,NA,91.7513,455.887,"10^-166.434",NA,NA,NA,NA,NA,NA,NA,"","[33033]",1,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,149.062
416916,2,"416916","Aggregatibacter","","bacteria",FALSE,2.29273,565,1,NA,NA,92.079,404,"10^-219.776",NA,NA,NA,NA,NA,NA,NA,"","[2866570]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",186.602,263.895079165944,-0.692007079094004
393350,2,"393350","Cabera","","eukaryota",FALSE,2.11824,522,1,NA,NA,84.364,275,"10^-116.329",NA,NA,NA,NA,NA,NA,NA,"","[722659]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,3.11824
375288,2,"375288","Parabacteroides","","bacteria",FALSE,2.75939,680,1,NA,NA,96.41,390,"10^-234.888",NA,NA,NA,NA,NA,NA,NA,"","[46503]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,3.75939
334624,2,"334624","Oppiella","","eukaryota",FALSE,10.5587,2602,5,NA,NA,98.6752,306.6,"10^-192.319",NA,NA,NA,NA,NA,NA,NA,"","[334625]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,11.5587
267408,2,"267408","Arsenicicoccus","","bacteria",FALSE,3.76576,928,2,NA,NA,93.9545,306,"10^-171.178",NA,NA,NA,NA,NA,NA,NA,"","[1658671]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,4.76576
214906,2,"214906","Histophilus","","bacteria",FALSE,1.19709,295,1,NA,NA,99.394,165,"10^-98.7104",NA,NA,NA,NA,NA,NA,NA,"","[731]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.19709
212742,2,"212742","Morococcus","","bacteria",FALSE,19.2468,4743,7,NA,NA,97.1862,521.714,"10^-237.64",NA,NA,NA,NA,NA,NA,NA,"","[1056807]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",165.585,234.172552725549,-0.618006643698819
196082,2,"196082","Parascardovia","","bacteria",FALSE,18.3784,4529,5,NA,NA,93.6128,724.6,"10^-110.126",NA,NA,NA,NA,NA,NA,NA,"","[78258]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,19.3784
195950,2,"195950","Tannerella","","bacteria",FALSE,91.2142,22478,31,NA,NA,92.5704,537.065,"10^-200.217",NA,NA,NA,NA,NA,NA,NA,"","[712710, 28112]",1,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",2830.13,4002.40822927897,-0.683896231210253
182269,2,"182269","Aurantimonas","","bacteria",FALSE,4.94256,1218,2,NA,NA,88.444,225,"10^-105.438",NA,NA,NA,NA,NA,NA,NA,"","[2906072]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,5.94256
173369,2,"173369","Cephaleuros","","eukaryota",FALSE,7.49094,1846,4,NA,NA,97.146,53,"10^-21.3245",NA,NA,NA,NA,NA,NA,NA,"","[1985640]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",289.7085,409.709689834766,-0.684711286244884
165779,2,"165779","Anaerococcus","","bacteria",FALSE,9.58483,2362,3,NA,NA,94.8347,582.667,"10^-116.612",NA,NA,NA,NA,NA,NA,NA,"","[33034]",1,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",48.3226,68.3384762891301,-0.544254388323153
160674,2,"160674","Raoultella","","bacteria",FALSE,3.58315,883,1,NA,NA,97.63,211,"10^-124.679",NA,NA,NA,NA,NA,NA,NA,"","[54291]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,4.58315
131316,2,"131316","Passalora","","eukaryota",FALSE,1.27013,313,1,NA,NA,96.644,149,"10^-82.2862",NA,NA,NA,NA,NA,NA,NA,"","[706142]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.27013
117563,2,"117563","Granulicatella","","bacteria",FALSE,41.2408,10163,11,NA,NA,92.4574,617.455,"10^-216.975",NA,NA,NA,NA,NA,NA,NA,"","[137732, 46124]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",1282.785,0.398371685740873,-887.134810186568
95189,2,"95189","Apamea","","eukaryota",FALSE,1.41216,348,1,NA,NA,81.481,81,"10^-22.1666",NA,NA,NA,NA,NA,NA,NA,"","[987880]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.41216
82599,2,"82599","Cydia","","eukaryota",FALSE,1.331,328,1,NA,NA,96.241,133,"10^-71.3566",NA,NA,NA,NA,NA,NA,NA,"","[1869771]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.331
79498,2,"79498","Lacanobia","","eukaryota",FALSE,1.051,259,1,NA,NA,88.462,104,"10^-41.9575",NA,NA,NA,NA,NA,NA,NA,"","[79499]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.051
69965,2,"69965","Macrococcus","","bacteria",FALSE,4.2446,1046,1,NA,NA,99.545,440,"10^-285.613",NA,NA,NA,NA,NA,NA,NA,"","[69967]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,5.2446
59735,2,"59735","Bergeyella","","bacteria",FALSE,2.47534,610,1,NA,NA,98.507,402,"10^-254.088",NA,NA,NA,NA,NA,NA,NA,"","[325781]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,3.47534
59732,2,"59732","Chryseobacterium","","bacteria",FALSE,9.80396,2416,3,NA,NA,92.601,270,"10^-138.539",NA,NA,NA,NA,NA,NA,NA,"","[3025664, 536441]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",136.6715,193.282688889874,-0.647857720722332
57493,2,"57493","Kocuria","","bacteria",FALSE,120.464,29686,48,NA,NA,96.9957,437.562,"10^-231.452",NA,NA,NA,NA,NA,NA,NA,"","[2719588, 1049583]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,121.464
57138,2,"57138","Calonectria","","eukaryota",FALSE,5.76632,1421,3,NA,NA,99.394,55.6667,"10^-25.0754",NA,NA,NA,NA,NA,NA,NA,"","[182845]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,6.76632
55193,2,"55193","Malassezia","","eukaryota",FALSE,26.129,6439,14,NA,NA,97.8414,286.643,"10^-174.784",NA,NA,NA,NA,NA,NA,NA,"","[76775, 76773]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",737.79,1043.39262418325,-0.680453867199382
53457,2,"53457","Janibacter","","bacteria",FALSE,14.71,3625,3,NA,NA,98.3557,1030,"10^-226.711",NA,NA,NA,NA,NA,NA,NA,"","[2761047]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,15.71
53335,2,"53335","Pantoea","","bacteria",FALSE,26.4334,6514,12,NA,NA,97.6869,380.25,"10^-235.073",NA,NA,NA,NA,NA,NA,NA,"","[472693, 470931]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,27.4334
48073,2,"48073","Microbulbifer","","bacteria",FALSE,2.13853,527,1,NA,NA,80.548,365,"10^-139.537",NA,NA,NA,NA,NA,NA,NA,"","[2681547]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,3.13853
46580,2,"46580","Spirometra","","eukaryota",FALSE,14.3448,3535,10,NA,NA,90.9506,164.5,"10^-78.3488",NA,NA,NA,NA,NA,NA,NA,"","[99802]",1,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,15.3448
46255,2,"46255","Weissella","","bacteria",FALSE,86.8844,21411,24,NA,NA,97.6635,735.375,"10^-233.434",NA,NA,NA,NA,NA,NA,NA,"","[1583, 1249]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",497.848,704.063393600321,-0.581456367925401
44259,2,"44259","Filifactor","","bacteria",FALSE,6.09907,1503,2,NA,NA,98.0561,600.5,"10^-235.525",NA,NA,NA,NA,NA,NA,NA,"","[143361]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",257.85,25.7452032037038,-9.37554776047747
44249,2,"44249","Paenibacillus","","bacteria",FALSE,3.5304,870,1,NA,NA,89.51,715,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[61624]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,4.5304
40323,2,"40323","Stenotrophomonas","","bacteria",FALSE,34.3788,8472,11,NA,NA,98.5658,614,"10^-239.877",NA,NA,NA,NA,NA,NA,NA,"","[216778, 40324]",1,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",628.6595,177.700907303067,-3.31996467703338
39948,2,"39948","Dialister","","bacteria",FALSE,4.64633,1145,1,NA,NA,97.414,928,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[39950]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,5.64633
39845,2,"39845","Actinokineospora","","bacteria",FALSE,1.14839,283,1,NA,NA,97.692,130,"10^-72.0527",NA,NA,NA,NA,NA,NA,NA,"","[2268449]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.14839
36739,2,"36739","Dermabacter","","bacteria",FALSE,1.72462,425,1,NA,NA,84.293,191,"10^-76.6889",NA,NA,NA,NA,NA,NA,NA,"","[1630135]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.72462
36086,2,"36086","Trichuris","","eukaryota",FALSE,0,NA,NA,NA,NA,NA,NA,"",341.727,84212,95,1,84212,79.1,287,"10^-132.975","[36087]",1,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,1
33202,2,"33202","Paecilomyces","","eukaryota",FALSE,1.3026,321,1,NA,NA,98.125,160,"10^-92.5481",NA,NA,NA,NA,NA,NA,NA,"","[223415]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.3026
33196,2,"33196","Botrytis","","eukaryota",FALSE,2.20346,543,2,NA,NA,98.387,63,"10^-29.1377",NA,NA,NA,NA,NA,NA,NA,"","[40559]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,3.20346
32207,2,"32207","Rothia","","bacteria",FALSE,78.1517,19259,24,NA,NA,92.4955,601.417,"10^-203.06",NA,NA,NA,NA,NA,NA,NA,"","[43675]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",1741.19,1496.9999659764,-1.10950489836405
32067,2,"32067","Leptotrichia","","bacteria",FALSE,153.057,37718,49,NA,NA,92.68,547.122,"10^-186.016",NA,NA,NA,NA,NA,NA,NA,"","[1785996, 712362, 712361, 712357, 157691, 157688, 157687, 109328, 40542]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",5622.565,3829.10822882213,-1.42776853114716
29465,2,"29465","Veillonella","","bacteria",FALSE,537.948,132567,146,NA,NA,92.3055,705.747,"10^-218.251",NA,NA,NA,NA,NA,NA,NA,"","[2682456, 2682455, 423477, 39778, 39777, 29466]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",22483.85,10659.7912251288,-2.05846841351448
29393,2,"29393","Dolosigranulum","","bacteria",FALSE,3.00693,741,1,NA,NA,99.463,559,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[29394]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,4.00693
28453,2,"28453","Sphingobacterium","","bacteria",FALSE,39.6014,9759,10,NA,NA,95.5716,791.4,"10^-157.321",NA,NA,NA,NA,NA,NA,NA,"","[2557994]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,40.6014
28196,2,"28196","Arcobacter","","bacteria",FALSE,4.22025,1040,1,NA,NA,86.667,90,"10^-32.4137",NA,NA,NA,NA,NA,NA,NA,"","[1054034]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,5.22025
28100,2,"28100","Phyllobacterium","","bacteria",FALSE,28.9777,7141,5,NA,NA,83.5308,1212.2,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[555317]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",152.7075,215.961017576089,-0.565676734793881
13687,2,"13687","Sphingomonas","","bacteria",FALSE,7.30428,1800,4,NA,NA,87.5535,301.25,"10^-141.85",NA,NA,NA,NA,NA,NA,NA,"","[33051]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",144.6895,204.621853232982,-0.663281737109272
7459,2,"7459","Apis","","eukaryota",FALSE,1.39593,344,1,NA,NA,93.75,192,"10^-102.075",NA,NA,NA,NA,NA,NA,NA,"","[7462]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.39593
5820,2,"5820","Plasmodium","","eukaryota",FALSE,14.4259,3555,6,NA,NA,98.7652,53.6667,"10^-23.2604",NA,NA,NA,NA,NA,NA,NA,"","[5821]",0,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",150.6522,71.2736597913516,-1.87103158177388
5810,2,"5810","Toxoplasma","","eukaryota",FALSE,1.331,328,1,NA,NA,87.647,170,"10^-74.6809",NA,NA,NA,NA,NA,NA,NA,"","[5811]",1,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",0,0,2.331
5761,2,"5761","Naegleria","","eukaryota",FALSE,524.066,129146,282,NA,NA,92.0865,287.156,"10^-146.374",NA,NA,NA,NA,NA,NA,NA,"","[5763]",1,"RDC_INC_PAN_s_013_T_775846_taxon_report","PAN013","PtCl4 eSISPA",461.159,652.177312210414,0.0978402017420548
