tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen,sample_ID,short_name_id,protocol,mean_nt_bpm,sd_nt_bpm,z_score,sample_type
214906,2,214906,Histophilus,,bacteria,FALSE,1.19709,295,1,NA,NA,99.394,165,10^-98.7104,NA,NA,NA,NA,NA,NA,NA,,[731],0,RDC_INC_PAN_s_013_T_775846_taxon_report,PAN013,PtCl4 eSISPA,0,0,2.19709,oral swab
57138,2,57138,Calonectria,,eukaryota,FALSE,1.1908,603,3,NA,NA,100,55,10^-25.0834,NA,NA,NA,NA,NA,NA,NA,,[182845],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,2.1908,oral swab
572808,2,572808,Agriphila,,eukaryota,FALSE,1.17101,506,1,NA,NA,86.087,345,10^-157.402,NA,NA,NA,NA,NA,NA,NA,,[572809],0,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA,0,0,2.17101,oral swab
1874526,2,1874526,Kovacikia,,bacteria,FALSE,1.16953,585,1,NA,NA,93.22,59,10^-22.3043,NA,NA,NA,NA,NA,NA,NA,,[2931930],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,2.16953,oral swab
6953,2,6953,Dermatophagoides,,eukaryota,FALSE,1.16908,592,1,NA,NA,95.851,241,10^-138.345,NA,NA,NA,NA,NA,NA,NA,,[6956],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,2.16908,oral swab
6,2,6,Azorhizobium,,bacteria,FALSE,1.16118,588,1,NA,NA,81.69,142,10^-48.6841,NA,NA,NA,NA,NA,NA,NA,,[7],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,2.16118,oral swab
194,2,194,Campylobacter,,bacteria,FALSE,348.177,2723,2,NA,NA,94.0855,1092.5,10^-238.259,NA,NA,NA,NA,NA,NA,NA,,"[204, 199]",0,RDC_INC_PAN_s_019_775853_taxon_report,PAN019,eSISPA,172.019,81.08653591,2.158185847,oral swab
60957,2,60957,Piscicola,,eukaryota,FALSE,1.15553,578,2,NA,NA,92.045,88,10^-37.9129,NA,NA,NA,NA,NA,NA,NA,,[60958],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,2.15553,oral swab
148959,2,148959,Wallemia,,eukaryota,FALSE,1.15526,585,1,NA,NA,96.9229,390,10^-64.3227,NA,NA,NA,NA,NA,NA,NA,,[1708541],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,2.15526,oral swab
53335,2,53335,Pantoea,,bacteria,FALSE,1.15458,510,1,NA,NA,80.405,148,10^-48.6661,NA,NA,NA,NA,NA,NA,NA,,[218084],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,2.15458,oral swab
2974251,2,2974251,Segatella,,bacteria,FALSE,1788.23,486454,595,1,3685,85.1388,498.035,10^-183.731,1076.22,292765,324,4,292765,95.6574,253.877,10^-166.174,"[305719, 228604, 165179, 28135]",0,RDC_INC_PAN_s_026_T_775858_taxon_report,PAN026,PtCl4 eSISPA,442.086,625.2040169,2.151286104,oral swab
39845,2,39845,Actinokineospora,,bacteria,FALSE,1.14839,283,1,NA,NA,97.692,130,10^-72.0527,NA,NA,NA,NA,NA,NA,NA,,[2268449],0,RDC_INC_PAN_s_013_T_775846_taxon_report,PAN013,PtCl4 eSISPA,0,0,2.14839,oral swab
570,2,570,Klebsiella,,bacteria,FALSE,1.14553,506,1,NA,NA,99.394,330,10^-210.258,NA,NA,NA,NA,NA,NA,NA,,[573],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,2.14553,oral swab
41013,2,41013,Tinea,,eukaryota,FALSE,1.12564,570,1,NA,NA,81.266,395,10^-155.971,NA,NA,NA,NA,NA,NA,NA,,[1101063],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,2.12564,oral swab
-200031977,2,-200031977,non-genus-specific reads in family Veillonellaceae,,bacteria,FALSE,1.12554,563,1,NA,NA,97.89,237,10^-142.469,NA,NA,NA,NA,NA,NA,NA,,[194923],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,2.12554,oral swab
-200186827,2,-200186827,non-genus-specific reads in family Aerococcaceae,,bacteria,FALSE,1.12143,369,1,NA,NA,95.531,179,10^-98.675,NA,NA,NA,NA,NA,NA,NA,,[2796928],0,RDC_INC_PAN_s_026_775857_taxon_report,PAN026,eSISPA,0,0,2.12143,oral swab
2837504,2,2837504,Heyndrickxia,,bacteria,FALSE,1.11782,425,1,NA,NA,98.113,265,10^-161.634,NA,NA,NA,NA,NA,NA,NA,,[38875],0,RDC_INC_PAN_s_013_775845_taxon_report,PAN013,eSISPA,0,0,2.11782,oral swab
2803850,2,2803850,Mammaliicoccus,,bacteria,FALSE,1.08888,414,1,NA,NA,98.092,262,10^-159.58,NA,NA,NA,NA,NA,NA,NA,,[1296],0,RDC_INC_PAN_s_013_775845_taxon_report,PAN013,eSISPA,0,0,2.08888,oral swab
46255,2,46255,Weissella,,bacteria,FALSE,1961.13,6520,7,NA,NA,96.9589,767,10^-212.591,NA,NA,NA,NA,NA,NA,NA,,[1583],0,RDC_INC_PAN_s_017_T_775850_taxon_report,PAN017,PtCl4 eSISPA,497.848,704.0633936,2.076808998,oral swab
79498,2,79498,Lacanobia,,eukaryota,FALSE,1.06672,351,1,NA,NA,88.235,187,10^-84.9323,NA,NA,NA,NA,NA,NA,NA,,[79499],0,RDC_INC_PAN_s_026_775857_taxon_report,PAN026,eSISPA,0,0,2.06672,oral swab
129337,2,129337,Geobacillus,,bacteria,FALSE,1.06606,290,1,NA,NA,80.172,116,10^-35.0482,NA,NA,NA,NA,NA,NA,NA,,[1422],0,RDC_INC_PAN_s_026_T_775858_taxon_report,PAN026,PtCl4 eSISPA,0,0,2.06606,oral swab
7174,2,7174,Culex,,eukaryota,FALSE,1.05849,536,1,NA,NA,89.109,101,10^-41.284,NA,NA,NA,NA,NA,NA,NA,,[7175],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,2.05849,oral swab
570,2,570,Klebsiella,,bacteria,FALSE,1.05557,528,1,NA,NA,95.27,296,10^-170.506,NA,NA,NA,NA,NA,NA,NA,,[573],1,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,2.05557,oral swab
1620790,2,1620790,Halotia,,bacteria,FALSE,1.0553,456,1,NA,NA,80,290,10^-106.014,NA,NA,NA,NA,NA,NA,NA,,[1620816],0,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA,0,0,2.0553,oral swab
1870884,2,1870884,Clostridioides,,bacteria,FALSE,1.05497,466,1,NA,NA,99.661,295,10^-187.662,NA,NA,NA,NA,NA,NA,NA,,[1496],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,2.05497,oral swab
2093,2,2093,Mycoplasma,,bacteria,FALSE,1.05457,347,1,NA,NA,80,115,10^-34.3658,NA,NA,NA,NA,NA,NA,NA,,[2123],0,RDC_INC_PAN_s_026_775857_taxon_report,PAN026,eSISPA,0,0,2.05457,oral swab
33196,2,33196,Botrytis,,eukaryota,FALSE,1.05135,286,1,NA,NA,100,67,10^-33.228,NA,NA,NA,NA,NA,NA,NA,,[40559],0,RDC_INC_PAN_s_026_T_775858_taxon_report,PAN026,PtCl4 eSISPA,0,0,2.05135,oral swab
6397,2,6397,Lumbricus,,eukaryota,FALSE,1.05135,286,1,NA,NA,80,140,10^-44.5731,NA,NA,NA,NA,NA,NA,NA,,[6398],0,RDC_INC_PAN_s_026_T_775858_taxon_report,PAN026,PtCl4 eSISPA,0,0,2.05135,oral swab
79498,2,79498,Lacanobia,,eukaryota,FALSE,1.051,259,1,NA,NA,88.462,104,10^-41.9575,NA,NA,NA,NA,NA,NA,NA,,[79499],0,RDC_INC_PAN_s_013_T_775846_taxon_report,PAN013,PtCl4 eSISPA,0,0,2.051,oral swab
59735,2,59735,Bergeyella,,bacteria,FALSE,1.04558,523,1,NA,NA,97.977,346,10^-214.354,NA,NA,NA,NA,NA,NA,NA,,[1585976],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,2.04558,oral swab
2701,2,2701,Gardnerella,,bacteria,FALSE,1.03479,524,1,NA,NA,98.88,357,10^-226.006,NA,NA,NA,NA,NA,NA,NA,,[2702],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,2.03479,oral swab
836,2,836,Porphyromonas,,bacteria,FALSE,3750.85,15628,15,NA,NA,94.7739,753.8,10^-255.85,NA,NA,NA,NA,NA,NA,NA,,"[28124, 837]",1,RDC_INC_PAN_s_020_775855_taxon_report,PAN020,eSISPA,1468.069,1121.63107,2.034311237,oral swab
2944815,2,2944815,Wielerella,,bacteria,FALSE,1.03218,376,1,NA,NA,96.535,202,10^-115.777,NA,NA,NA,NA,NA,NA,NA,,[2917790],0,RDC_INC_PAN_s_015_T_775848_taxon_report,PAN015,PtCl4 eSISPA,0,0,2.03218,oral swab
61471,2,61471,Timema,,eukaryota,FALSE,1.03007,455,1,NA,NA,80.247,162,10^-54.1163,NA,NA,NA,NA,NA,NA,NA,,[61484],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,2.03007,oral swab
118,2,118,Planctomyces,,bacteria,FALSE,1.0278,454,1,NA,NA,81.197,117,10^-37.103,NA,NA,NA,NA,NA,NA,NA,,[1636152],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,2.0278,oral swab
29393,2,29393,Dolosigranulum,,bacteria,FALSE,1.01702,515,1,NA,NA,98.0168,353,10^-27.8699,NA,NA,NA,NA,NA,NA,NA,,[29394],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,2.01702,oral swab
103830,2,103830,Mythimna,,eukaryota,FALSE,1.00198,365,1,NA,NA,87.5,192,10^-85.607,NA,NA,NA,NA,NA,NA,NA,,[987427],0,RDC_INC_PAN_s_015_T_775848_taxon_report,PAN015,PtCl4 eSISPA,0,0,2.00198,oral swab
-200031979,2,-200031979,non-genus-specific reads in family Clostridiaceae,,bacteria,FALSE,0.999595,500,1,NA,NA,98.83,342,10^-215.732,NA,NA,NA,NA,NA,NA,NA,,[2961947],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.999595,oral swab
85072,2,85072,Allochromatium,,bacteria,FALSE,0.996111,440,1,NA,NA,100,53,10^-23.7232,NA,NA,NA,NA,NA,NA,NA,,[1049],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.996111,oral swab
2759736,2,2759736,Lacticaseibacillus,,bacteria,FALSE,0.994199,378,1,NA,NA,96.682,211,10^-121.934,NA,NA,NA,NA,NA,NA,NA,,[1597],0,RDC_INC_PAN_s_013_775845_taxon_report,PAN013,eSISPA,0,0,1.994199,oral swab
642,2,642,Aeromonas,,bacteria,FALSE,0.993847,439,1,NA,NA,90.141,71,10^-26.341,NA,NA,NA,NA,NA,NA,NA,,[218936],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.993847,oral swab
574697,2,574697,Butyricimonas,,bacteria,FALSE,0.98886,269,1,NA,NA,100,59,10^-27.7937,NA,NA,NA,NA,NA,NA,NA,,[544645],0,RDC_INC_PAN_s_026_T_775858_taxon_report,PAN026,PtCl4 eSISPA,0,0,1.98886,oral swab
1870884,2,1870884,Clostridioides,,bacteria,FALSE,0.981048,373,1,NA,NA,96.444,225,10^-130.14,NA,NA,NA,NA,NA,NA,NA,,[1496],1,RDC_INC_PAN_s_013_775845_taxon_report,PAN013,eSISPA,0,0,1.981048,oral swab
168630,2,168630,Chilo,,eukaryota,FALSE,0.96668,427,1,NA,NA,93.5851,265,10^-66.1035,NA,NA,NA,NA,NA,NA,NA,,[168631],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.96668,oral swab
6525,2,6525,Biomphalaria,,eukaryota,FALSE,0.96668,427,1,NA,NA,81.212,165,10^-57.5393,NA,NA,NA,NA,NA,NA,NA,,[6526],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.96668,oral swab
572908,2,572908,Udea,,eukaryota,FALSE,0.959888,424,1,NA,NA,80.319,188,10^-65.0306,NA,NA,NA,NA,NA,NA,NA,,[1002971],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.959888,oral swab
44249,2,44249,Paenibacillus,,bacteria,FALSE,0.957777,485,1,NA,NA,83.636,110,10^-37.816,NA,NA,NA,NA,NA,NA,NA,,[1536773],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.957777,oral swab
13092,2,13092,Hydractinia,,eukaryota,FALSE,0.957777,485,1,NA,NA,81.181,271,10^-102.612,NA,NA,NA,NA,NA,NA,NA,,[13093],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.957777,oral swab
41125,2,41125,Chrysolina,,eukaryota,FALSE,0.955775,260,1,NA,NA,87.356,87,10^-31.7422,NA,NA,NA,NA,NA,NA,NA,,[1587174],0,RDC_INC_PAN_s_026_T_775858_taxon_report,PAN026,PtCl4 eSISPA,0,0,1.955775,oral swab
1518147,2,1518147,Wenyingzhuangia,,bacteria,FALSE,0.951614,476,1,NA,NA,86.364,154,10^-63.7449,NA,NA,NA,NA,NA,NA,NA,,[1790137],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.951614,oral swab
150022,2,150022,Finegoldia,,bacteria,FALSE,0.939584,406,1,NA,NA,85.95,242,10^-106.092,NA,NA,NA,NA,NA,NA,NA,,[1260],1,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA,0,0,1.939584,oral swab
574697,2,574697,Butyricimonas,,bacteria,FALSE,0.93762,469,1,NA,NA,98.377,308,10^-191.074,NA,NA,NA,NA,NA,NA,NA,,[2093856],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.93762,oral swab
1663,2,1663,Arthrobacter,,bacteria,FALSE,0.932105,472,1,NA,NA,81.875,160,10^-56.8664,NA,NA,NA,NA,NA,NA,NA,,[2895818],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.932105,oral swab
1386,2,1386,Bacillus,,bacteria,FALSE,0.932105,472,1,NA,NA,82.8282,297,10^-50.3769,NA,NA,NA,NA,NA,NA,NA,,[2925318],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.932105,oral swab
1269,2,1269,Micrococcus,,bacteria,FALSE,0.931622,466,1,NA,NA,98.477,197,10^-117.847,NA,NA,NA,NA,NA,NA,NA,,[1270],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.931622,oral swab
2946787,2,2946787,Akiravirus,,viruses,FALSE,0.93013,471,1,NA,NA,91.346,312,10^-163.621,NA,NA,NA,NA,NA,NA,NA,,[2955236],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.93013,oral swab
1926556,2,1926556,Emergencia,,bacteria,FALSE,0.929623,465,1,NA,NA,87.379,206,10^-92.4383,NA,NA,NA,NA,NA,NA,NA,,[1776384],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.929623,oral swab
119977,2,119977,Acidithiobacillus,,bacteria,FALSE,0.925625,463,1,NA,NA,80.258,233,10^-83.4644,NA,NA,NA,NA,NA,NA,NA,,[930],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.925625,oral swab
-200000543,2,-200000543,non-genus-specific reads in family Enterobacteriaceae,,bacteria,FALSE,0.924206,468,1,NA,NA,97.428,311,10^-189.012,NA,NA,NA,NA,NA,NA,NA,,[2066051],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.924206,oral swab
46580,2,46580,Spirometra,,eukaryota,FALSE,0.923626,462,1,NA,NA,100,74,10^-37.9881,NA,NA,NA,NA,NA,NA,NA,,[99802],1,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.923626,oral swab
51649,2,51649,Sacculina,,eukaryota,FALSE,0.918281,465,1,NA,NA,80.11,181,10^-61.6162,NA,NA,NA,NA,NA,NA,NA,,[51650],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.918281,oral swab
1647,2,1647,Erysipelothrix,,bacteria,FALSE,0.901634,451,1,NA,NA,97.203,286,10^-171.893,NA,NA,NA,NA,NA,NA,NA,,[1648],1,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.901634,oral swab
581,2,581,Morganella,,bacteria,FALSE,0.891639,446,1,NA,NA,98.168,273,10^-167.11,NA,NA,NA,NA,NA,NA,NA,,[582],1,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.891639,oral swab
1348911,2,1348911,Coprobacter,,bacteria,FALSE,0.876811,444,1,NA,NA,97.527,283,10^-171.212,NA,NA,NA,NA,NA,NA,NA,,[1501392],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.876811,oral swab
254717,2,254717,Chrysodeixis,,eukaryota,FALSE,0.867069,383,1,NA,NA,82.727,220,10^-85.5479,NA,NA,NA,NA,NA,NA,NA,,[689277],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.867069,oral swab
42295,2,42295,Colias,clouded yellows,eukaryota,FALSE,0.85575,378,1,NA,NA,87.805,123,10^-50.805,NA,NA,NA,NA,NA,NA,NA,,[42296],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.85575,oral swab
6643,2,6643,Octopus,,eukaryota,FALSE,0.851138,431,1,NA,NA,81.293,294,10^-112.869,NA,NA,NA,NA,NA,NA,NA,,[6645],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.851138,oral swab
46580,2,46580,Spirometra,,eukaryota,FALSE,0.838792,276,1,NA,NA,97.479,119,10^-64.5431,NA,NA,NA,NA,NA,NA,NA,,[99802],1,RDC_INC_PAN_s_026_775857_taxon_report,PAN026,eSISPA,0,0,1.838792,oral swab
393350,2,393350,Cabera,,eukaryota,FALSE,0.837638,370,1,NA,NA,84.038,213,10^-86.2482,NA,NA,NA,NA,NA,NA,NA,,[722659],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.837638,oral swab
2529408,2,2529408,Schaalia,,bacteria,FALSE,1746.67,5807,7,NA,NA,91.4575,443.571,10^-200.523,NA,NA,NA,NA,NA,NA,NA,,"[181487, 1660]",0,RDC_INC_PAN_s_017_T_775850_taxon_report,PAN017,PtCl4 eSISPA,486.064,687.398301,1.832668672,oral swab
572704,2,572704,Apotomis,,eukaryota,FALSE,0.827664,414,1,NA,NA,89.272,261,10^-127.331,NA,NA,NA,NA,NA,NA,NA,,[1100916],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.827664,oral swab
2745,2,2745,Halomonas,,bacteria,FALSE,0.827664,414,1,NA,NA,80.357,224,10^-80.0506,NA,NA,NA,NA,NA,NA,NA,,[115561],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.827664,oral swab
1960084,2,1960084,Rodentibacter,,bacteria,FALSE,0.824055,364,1,NA,NA,87.019,208,10^-92.4341,NA,NA,NA,NA,NA,NA,NA,,[758],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.824055,oral swab
50416,2,50416,Mimachlamys,,eukaryota,FALSE,0.823546,300,1,NA,NA,80.702,114,10^-35.0557,NA,NA,NA,NA,NA,NA,NA,,[50417],0,RDC_INC_PAN_s_015_T_775848_taxon_report,PAN015,PtCl4 eSISPA,0,0,1.823546,oral swab
338,2,338,Xanthomonas,,bacteria,FALSE,0.817668,409,1,NA,NA,81.022,137,10^-45.2687,NA,NA,NA,NA,NA,NA,NA,,[56458],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.817668,oral swab
551,2,551,Erwinia,,bacteria,FALSE,0.817263,361,1,NA,NA,80.303,198,10^-69.1252,NA,NA,NA,NA,NA,NA,NA,,[1922217],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA,0,0,1.817263,oral swab
83654,2,83654,Leclercia,,bacteria,FALSE,0.815592,413,1,NA,NA,98.298,235,10^-142.473,NA,NA,NA,NA,NA,NA,NA,,[1920116],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.815592,oral swab
1501226,2,1501226,Romboutsia,,bacteria,FALSE,0.814479,268,1,NA,NA,82.653,98,10^-31.0043,NA,NA,NA,NA,NA,NA,NA,,[2708053],0,RDC_INC_PAN_s_026_775857_taxon_report,PAN026,eSISPA,0,0,1.814479,oral swab
76831,2,76831,Myroides,,bacteria,FALSE,0.805673,403,1,NA,NA,80,235,10^-83.4607,NA,NA,NA,NA,NA,NA,NA,,[76832],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.805673,oral swab
1073,2,1073,Rhodopseudomonas,,bacteria,FALSE,0.797819,404,1,NA,NA,85.088,114,10^-41.9176,NA,NA,NA,NA,NA,NA,NA,,[1076],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.797819,oral swab
347753,2,347753,Oegoconia,,eukaryota,FALSE,0.796245,262,1,NA,NA,90.323,93,10^-38.5751,NA,NA,NA,NA,NA,NA,NA,,[347754],0,RDC_INC_PAN_s_026_775857_taxon_report,PAN026,eSISPA,0,0,1.796245,oral swab
165696,2,165696,Novosphingobium,,bacteria,FALSE,0.789919,400,1,NA,NA,98.374,246,10^-150.001,NA,NA,NA,NA,NA,NA,NA,,[158500],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.789919,oral swab
2948900,2,2948900,Segzyvirus,,viruses,FALSE,0.787945,399,1,NA,NA,87.2,250,10^-114.312,NA,NA,NA,NA,NA,NA,NA,,[3060695],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.787945,oral swab
-202169529,2,-202169529,non-genus-specific reads in family Ackermannviridae,,viruses,FALSE,401.517,109225,127,NA,NA,94.7762,704.016,10^-157.282,44.9619,12231,6,NA,NA,97.7,485,10^-307.653,[2831612],0,RDC_INC_PAN_s_026_T_775858_taxon_report,PAN026,PtCl4 eSISPA,113.832,160.9827582,1.782195853,oral swab
2740557,2,2740557,Pauljensenia,,bacteria,FALSE,0.759692,380,1,NA,NA,87.215,219,10^-98.5874,NA,NA,NA,NA,NA,NA,NA,,[178339],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.759692,oral swab
57138,2,57138,Calonectria,,eukaryota,FALSE,0.750658,247,1,NA,NA,98.214,56,10^-24.3855,NA,NA,NA,NA,NA,NA,NA,,[182845],0,RDC_INC_PAN_s_026_775857_taxon_report,PAN026,eSISPA,0,0,1.750658,oral swab
-200543314,2,-200543314,non-genus-specific reads in family Eubacteriales Family XIII. Incertae Sedis,,bacteria,FALSE,627.745,238672,336,NA,NA,96.2576,525.622,10^-189.769,NA,NA,NA,NA,NA,NA,NA,,[143393],0,RDC_INC_PAN_s_013_775845_taxon_report,PAN013,eSISPA,180.5275,255.3044389,1.748769947,oral swab
4830,2,4830,Mucor,,eukaryota,FALSE,0.738544,182,1,NA,NA,100,51,10^-22.3675,NA,NA,NA,NA,NA,NA,NA,,[1715236],0,RDC_INC_PAN_s_013_T_775846_taxon_report,PAN013,PtCl4 eSISPA,0,0,1.738544,oral swab
55709,2,55709,Cerastoderma,,eukaryota,FALSE,0.7366,373,1,NA,NA,82.407,108,10^-35.0792,NA,NA,NA,NA,NA,NA,NA,,[55710],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.7366,oral swab
7215,2,7215,Drosophila,fruit flies,eukaryota,FALSE,0.7366,373,1,NA,NA,80.226,177,10^-60.2535,NA,NA,NA,NA,NA,NA,NA,,[198718],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.7366,oral swab
416916,2,416916,Aggregatibacter,,bacteria,FALSE,645.401,278882,320,NA,NA,95.8998,620.684,10^-215.776,NA,NA,NA,NA,NA,NA,NA,,"[2866570, 2820817, 712150, 739, 732]",1,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA,186.602,263.8950792,1.735777809,oral swab
5658,2,5658,Leishmania,,eukaryota,FALSE,0.734625,372,1,NA,NA,88.406,69,10^-23.6086,NA,NA,NA,NA,NA,NA,NA,,[5659],1,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.734625,oral swab
53457,2,53457,Janibacter,,bacteria,FALSE,0.724751,367,1,NA,NA,89.202,213,10^-101.344,NA,NA,NA,NA,NA,NA,NA,,[2761047],0,RDC_INC_PAN_s_020_T_775856_taxon_report,PAN020,PtCl4 eSISPA,0,0,1.724751,oral swab
374,2,374,Bradyrhizobium,,bacteria,FALSE,184.934,24814,39,NA,NA,92.8473,407.231,10^-168.004,60.2038,8078,5,1,8078,55,347,10^-108.376,"[2748629, 2715960, 2057741, 1521768, 1437360, 1419277, 1404864, 1404443, 1325090, 288000]",0,RDC_INC_PAN_s_018_T_775852_taxon_report,PAN018,PtCl4 eSISPA,53.575,75.7664916,1.72417675,oral swab
6181,2,6181,Schistosoma,,eukaryota,FALSE,0.721975,263,1,NA,NA,98.837,86,10^-44.7847,NA,NA,NA,NA,NA,NA,NA,,[6186],0,RDC_INC_PAN_s_015_T_775848_taxon_report,PAN015,PtCl4 eSISPA,0,0,1.721975,oral swab
103830,2,103830,Mythimna,,eukaryota,FALSE,0.717709,359,1,NA,NA,84.971,173,10^-69.87,NA,NA,NA,NA,NA,NA,NA,,[987427],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.717709,oral swab
2905967,2,2905967,Candidatus Minimicrobia,,bacteria,FALSE,353.994,177069,196,NA,NA,92.6225,710.097,10^-167.628,NA,NA,NA,NA,NA,NA,NA,,"[2841264, 2841263]",0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,103.02,145.6922812,1.717704558,oral swab
1249016,2,1249016,Otariodibacter,,bacteria,FALSE,0.709712,355,1,NA,NA,83.908,174,10^-67.809,NA,NA,NA,NA,NA,NA,NA,,[1032623],0,RDC_INC_PAN_s_017_775849_taxon_report,PAN017,eSISPA,0,0,1.709712,oral swab
